timestamp,symbol,estado,ratio,intensidad
2026-04-17 08:15:58,BTCUSDT,FLUJO_NORMAL,0.66,BAJA
2026-04-17 08:15:58,ETHUSDT,FLUJO_NORMAL,0.51,BAJA
2026-04-17 08:15:58,SOLUSDT,FLUJO_NORMAL,1.37,BAJA
2026-04-17 08:15:58,BNBUSDT,FLUJO_NORMAL,0.69,BAJA
2026-04-17 08:15:58,AVAXUSDT,FLUJO_NORMAL,1.02,BAJA
2026-04-17 08:17:01,BTCUSDT,FLUJO_NORMAL,0.76,BAJA
2026-04-17 08:17:01,ETHUSDT,FLUJO_NORMAL,0.54,BAJA
2026-04-17 08:17:01,SOLUSDT,FLUJO_NORMAL,1.53,BAJA
2026-04-17 08:17:01,BNBUSDT,FLUJO_NORMAL,1.54,BAJA
2026-04-17 08:17:01,AVAXUSDT,FLUJO_NORMAL,0.39,BAJA
2026-04-17 08:18:04,BTCUSDT,FLUJO_NORMAL,0.93,BAJA
2026-04-17 08:18:04,ETHUSDT,FLUJO_NORMAL,0.84,BAJA
2026-04-17 08:18:04,SOLUSDT,FLUJO_NORMAL,0.87,BAJA
2026-04-17 08:18:04,BNBUSDT,FLUJO_NORMAL,0.83,BAJA
2026-04-17 08:18:04,AVAXUSDT,FLUJO_NORMAL,0.15,BAJA
2026-04-17 08:19:07,BTCUSDT,FLUJO_NORMAL,1.35,BAJA
2026-04-17 08:19:07,ETHUSDT,FLUJO_NORMAL,0.67,BAJA
2026-04-17 08:19:07,SOLUSDT,FLUJO_NORMAL,0.78,BAJA
2026-04-17 08:19:07,BNBUSDT,FLUJO_NORMAL,0.87,BAJA
2026-04-17 08:19:07,AVAXUSDT,INYECCION_GAS,2.45,MEDIA
2026-04-17 08:20:11,BTCUSDT,FLUJO_NORMAL,1.17,BAJA
2026-04-17 08:20:11,ETHUSDT,FLUJO_NORMAL,0.56,BAJA
2026-04-17 08:20:11,SOLUSDT,FLUJO_NORMAL,0.28,BAJA
2026-04-17 08:20:11,BNBUSDT,FLUJO_NORMAL,0.56,BAJA
2026-04-17 08:20:11,AVAXUSDT,FLUJO_NORMAL,0.18,BAJA
2026-04-17 08:21:14,BTCUSDT,FLUJO_NORMAL,1.77,BAJA
2026-04-17 08:21:14,ETHUSDT,FLUJO_NORMAL,1.52,BAJA
2026-04-17 08:21:14,SOLUSDT,FLUJO_NORMAL,0.57,BAJA
2026-04-17 08:21:14,BNBUSDT,INYECCION_GAS,2.64,MEDIA
2026-04-17 08:21:14,AVAXUSDT,FLUJO_NORMAL,0.41,BAJA
2026-04-17 08:22:17,BTCUSDT,FLUJO_NORMAL,1.21,BAJA
2026-04-17 08:22:17,ETHUSDT,FLUJO_NORMAL,0.79,BAJA
2026-04-17 08:22:17,SOLUSDT,FLUJO_NORMAL,0.29,BAJA
2026-04-17 08:22:17,BNBUSDT,FLUJO_NORMAL,0.42,BAJA
2026-04-17 08:22:17,AVAXUSDT,FLUJO_NORMAL,0.08,BAJA
2026-04-17 08:23:21,BTCUSDT,FLUJO_NORMAL,0.55,BAJA
2026-04-17 08:23:21,ETHUSDT,FLUJO_NORMAL,0.65,BAJA
2026-04-17 08:23:21,SOLUSDT,INYECCION_GAS,2.78,MEDIA
2026-04-17 08:23:21,BNBUSDT,INYECCION_GAS,11.2,ALTA
2026-04-17 08:23:21,AVAXUSDT,INYECCION_GAS,2.41,MEDIA
2026-04-17 08:24:23,BTCUSDT,FLUJO_NORMAL,1.0,BAJA
2026-04-17 08:24:23,ETHUSDT,FLUJO_NORMAL,1.54,BAJA
2026-04-17 08:24:23,SOLUSDT,FLUJO_NORMAL,1.66,BAJA
2026-04-17 08:24:23,BNBUSDT,FLUJO_NORMAL,0.82,BAJA
