close,ema_50,ema_200,rsi
88.21,84.76,83.95,47.24
89.95,84.76,83.95,47.24
89.23,84.76,83.95,47.24
88.76,84.76,83.95,47.24
88.33,84.76,83.95,47.24
88.45,84.76,83.95,47.24
86.53,84.76,83.95,47.24
86.75,84.76,83.95,47.24
86.13,84.76,83.95,47.24
86.16,84.76,83.95,47.24
85.6,84.76,83.95,47.24
84.88,84.76,83.95,47.24
85.6,84.76,83.95,47.24
86.36,84.76,83.95,47.24
85.33,84.76,83.95,47.24
83.47,84.76,83.95,47.24
84.59,84.76,83.95,47.24
84.73,84.76,83.95,47.24
85.07,84.76,83.95,47.24
85.86,84.76,83.95,47.24
85.8,84.76,83.95,47.24
85.28,84.76,83.95,47.24
85.17,84.76,83.95,47.24
85.71,84.76,83.95,47.24
85.85,84.76,83.95,47.24
86.05,84.76,83.95,47.24
84.57,84.76,83.95,47.24
86.03,84.76,83.95,47.24
