close,ema_50,ema_200,rsi
2367.4,2301.33,2228.53,46.05
2369.44,2301.33,2228.53,46.05
2394.85,2301.33,2228.53,46.05
2316.01,2301.33,2228.53,46.05
2320.39,2301.33,2228.53,46.05
2275.07,2301.33,2228.53,46.05
2289.14,2301.33,2228.53,46.05
2303.67,2301.33,2228.53,46.05
2290.94,2301.33,2228.53,46.05
2287.99,2301.33,2228.53,46.05
2275.32,2301.33,2228.53,46.05
2279.76,2301.33,2228.53,46.05
2301.96,2301.33,2228.53,46.05
2289.42,2301.33,2228.53,46.05
2311.52,2301.33,2228.53,46.05
2323.73,2301.33,2228.53,46.05
2331.74,2301.33,2228.53,46.05
2272.51,2301.33,2228.53,46.05
2233.7,2301.33,2228.53,46.05
2252.9,2301.33,2228.53,46.05
2253.24,2301.33,2228.53,46.05
2260.31,2301.33,2228.53,46.05
2258.18,2301.33,2228.53,46.05
2265.7,2301.33,2228.53,46.05
2257.62,2301.33,2228.53,46.05
