timestamp,evento,USDT,BTC,ETH,SOL,BNB,AVAX
2026-05-31 18:41:01,COMPRA,1004.3441,0.0,0.0,0.0,0.0,2.29
2026-05-31 18:42:20,COMPRA,984.2541,0.0,0.0,0.0,0.0,4.53
2026-06-01 04:01:36,VENTA,1003.9341,0.0,0.0,0.0,0.0,2.29
2026-06-01 04:09:04,VENTA,1024.0141,0.0,0.0,0.0,0.0,0.01
2026-06-01 21:25:44,SL,1004.1022,0.0,0.0,0.0,0.0,2.25157559
2026-06-01 21:25:47,SL,983.8512,0.0,0.0,0.0,0.0,4.53132128
2026-06-01 21:27:00,SL,1004.1705,0.0,0.0,0.0,0.0,2.24363017
2026-06-01 21:27:04,SL,1024.0834,0.0,0.0,0.0,0.0,0.00169289
