close,ema_50,ema_200,rsi
74888.21,76740.45,72837.18,50.55
74707.03,76740.45,72837.18,50.55
74574.79,76740.45,72837.18,50.55
74697.19,76740.45,72837.18,50.55
75342.99,76740.45,72837.18,50.55
75154.29,76740.45,72837.18,50.55
74615.82,76740.45,72837.18,50.55
75074.77,76740.45,72837.18,50.55
75589.7,76740.45,72837.18,50.55
77785.02,76740.45,72837.18,50.55
77393.58,76740.45,72837.18,50.55
77072.0,76740.45,72837.18,50.55
77005.47,76740.45,72837.18,50.55
76997.8,76740.45,72837.18,50.55
76039.05,76740.45,72837.18,50.55
76167.34,76740.45,72837.18,50.55
75649.85,76740.45,72837.18,50.55
75691.76,76740.45,72837.18,50.55
75515.77,76740.45,72837.18,50.55
75252.34,76740.45,72837.18,50.55
75604.11,76740.45,72837.18,50.55
75846.63,76740.45,72837.18,50.55
74965.47,76740.45,72837.18,50.55
73801.79,76740.45,72837.18,50.55
74634.0,76740.45,72837.18,50.55
74837.17,76740.45,72837.18,50.55
75192.71,76740.45,72837.18,50.55
75716.77,76740.45,72837.18,50.55
76296.96,76740.45,72837.18,50.55
75840.97,76740.45,72837.18,50.55
75710.3,76740.45,72837.18,50.55
76084.34,76740.45,72837.18,50.55
76452.94,76740.45,72837.18,50.55
75834.65,76740.45,72837.18,50.55
75023.43,76740.45,72837.18,50.55
76336.15,76740.45,72837.18,50.55
77521.48,76740.45,72837.18,50.55
78012.79,76740.45,72837.18,50.55
78300.0,76740.45,72837.18,50.55
79272.9,76740.45,72837.18,50.55
78846.62,76740.45,72837.18,50.55
78178.23,76740.45,72837.18,50.55
77746.46,76740.45,72837.18,50.55
78048.62,76740.45,72837.18,50.55
77704.62,76740.45,72837.18,50.55
78376.76,76740.45,72837.18,50.55
77727.26,76740.45,72837.18,50.55
78257.48,76740.45,72837.18,50.55
77737.85,76740.45,72837.18,50.55
77644.6,76740.45,72837.18,50.55
78240.26,76740.45,72837.18,50.55
78038.62,76740.45,72837.18,50.55
77628.85,76740.45,72837.18,50.55
77437.13,76740.45,72837.18,50.55
77679.07,76740.45,72837.18,50.55
77501.19,76740.45,72837.18,50.55
77682.3,76740.45,72837.18,50.55
77330.26,76740.45,72837.18,50.55
77330.01,76740.45,72837.18,50.55
77625.0,76740.45,72837.18,50.55
77400.21,76740.45,72837.18,50.55
78102.53,76740.45,72837.18,50.55
78101.44,76740.45,72837.18,50.55
78049.0,76740.45,72837.18,50.55
78221.16,76740.45,72837.18,50.55
78657.55,76740.45,72837.18,50.55
79105.49,76740.45,72837.18,50.55
77606.6,76740.45,72837.18,50.55
77844.26,76740.45,72837.18,50.55
76793.09,76740.45,72837.18,50.55
76878.07,76740.45,72837.18,50.55
77371.32,76740.45,72837.18,50.55
76815.18,76740.45,72837.18,50.55
76879.28,76740.45,72837.18,50.55
76229.0,76740.45,72837.18,50.55
