timestamp,open,high,low,close,volume,datetime,ema_200,ema_50,rsi
1770887700000,0.263536,0.263901,0.263536,0.263901,393.22912228,2026-02-12 09:15:00,,,
1770888000000,0.264437,0.264437,0.264332,0.264332,214.16362294,2026-02-12 09:20:00,,,100.0
1770888300000,0.264332,0.264332,0.264332,0.264332,0.0,2026-02-12 09:25:00,,,100.0
1770888600000,0.264822,0.26584,0.264822,0.26584,476.77884352,2026-02-12 09:30:00,,,100.0
1770888900000,0.266153,0.266153,0.26607,0.26607,899.69652,2026-02-12 09:35:00,,,100.0
1770889200000,0.265114,0.265532,0.265114,0.265532,260.60410632,2026-02-12 09:40:00,,,91.77107330528062
1770889500000,0.265532,0.265532,0.265532,0.265532,0.0,2026-02-12 09:45:00,,,91.77107330528064
1770889800000,0.265532,0.265532,0.265532,0.265532,0.0,2026-02-12 09:50:00,,,91.77107330528062
1770890100000,0.265465,0.265945,0.265307,0.265307,6917.33917368,2026-02-12 09:55:00,,,87.98903401774395
1770890400000,0.265691,0.26583,0.265691,0.26583,94.0,2026-02-12 10:00:00,,,89.11224752632812
1770890700000,0.26591,0.26594,0.26591,0.26594,4395.52946553,2026-02-12 10:05:00,,,89.33808462806773
1770891000000,0.26594,0.26594,0.26594,0.26594,0.0,2026-02-12 10:10:00,,,89.33808462806773
1770891300000,0.26594,0.26594,0.26594,0.26594,0.0,2026-02-12 10:15:00,,,89.33808462806773
1770891600000,0.264974,0.264974,0.264974,0.264974,94.4,2026-02-12 10:20:00,,,72.7800777277045
1770891900000,0.265194,0.265279,0.265194,0.265279,9903.8829262,2026-02-12 10:25:00,,,74.39378307717078
1770892200000,0.26553,0.266682,0.26553,0.266682,1270.7218472,2026-02-12 10:30:00,,,80.20674101308414
1770892500000,0.266682,0.266682,0.266682,0.266682,0.0,2026-02-12 10:35:00,,,80.20674101308414
1770892800000,0.26616,0.266186,0.265757,0.265757,2832.91778455,2026-02-12 10:40:00,,,68.34352209023919
1770893100000,0.265728,0.266995,0.265728,0.266995,4491.58415804,2026-02-12 10:45:00,,,73.90629169659016
1770893400000,0.267444,0.268056,0.267444,0.268056,878.19666162,2026-02-12 10:50:00,,,77.54769538448598
1770893700000,0.268342,0.269142,0.268342,0.269071,2979.2373615,2026-02-12 10:55:00,,,80.36991352472322
1770894000000,0.269071,0.269071,0.269071,0.269071,0.0,2026-02-12 11:00:00,,,80.36991352472322
1770894300000,0.269071,0.269071,0.269071,0.269071,0.0,2026-02-12 11:05:00,,,80.36991352472322
1770894600000,0.268038,0.268038,0.26697,0.26697,5889.71760509,2026-02-12 11:10:00,,,60.65789671581498
1770894900000,0.267592,0.267592,0.267592,0.267592,146.5579759,2026-02-12 11:15:00,,,63.51118915484731
1770895200000,0.267696,0.267909,0.267695,0.267909,755.69695829,2026-02-12 11:20:00,,,64.90803957624257
1770895500000,0.268393,0.268516,0.268393,0.268516,80.58320438,2026-02-12 11:25:00,,,67.47556123834555
1770895800000,0.268724,0.268724,0.268724,0.268724,150.22389478,2026-02-12 11:30:00,,,68.33063804463046
1770896100000,0.268724,0.268724,0.268724,0.268724,0.0,2026-02-12 11:35:00,,,68.33063804463046
1770896400000,0.268724,0.268724,0.268724,0.268724,0.0,2026-02-12 11:40:00,,,68.33063804463048
1770896700000,0.268724,0.268724,0.268724,0.268724,0.0,2026-02-12 11:45:00,,,68.33063804463046
1770897000000,0.267585,0.267585,0.267444,0.267444,1215.87619468,2026-02-12 11:50:00,,,56.11861471154904
1770897300000,0.267226,0.267308,0.267226,0.267308,133.29958762,2026-02-12 11:55:00,,,54.99400679971995
1770897600000,0.26773,0.26773,0.26773,0.26773,102.4172404,2026-02-12 12:00:00,,,57.81870667108358
1770897900000,0.266165,0.266165,0.266165,0.266165,121.6920899,2026-02-12 12:05:00,,,46.230480954892016
1770898200000,0.266367,0.266367,0.266367,0.266367,128.6012434,2026-02-12 12:10:00,,,47.68786081559406
1770898500000,0.266367,0.266367,0.266367,0.266367,0.0,2026-02-12 12:15:00,,,47.68786081559406
1770898800000,0.266367,0.266367,0.266367,0.266367,0.0,2026-02-12 12:20:00,,,47.68786081559405
1770899100000,0.265578,0.265578,0.265553,0.265553,806.67690929,2026-02-12 12:25:00,,,41.963402559270904
1770899400000,0.265531,0.265531,0.265531,0.265531,23.07938729,2026-02-12 12:30:00,,,41.81729742673411
1770899700000,0.265531,0.265531,0.265531,0.265531,0.0,2026-02-12 12:35:00,,,41.81729742673411
1770900000000,0.265607,0.265607,0.265607,0.265607,72.919144,2026-02-12 12:40:00,,,42.61774458970813
1770900300000,0.265169,0.265169,0.265169,0.265169,23.4543863,2026-02-12 12:45:00,,,39.2650774385183
1770900600000,0.265169,0.265169,0.265169,0.265169,0.0,2026-02-12 12:50:00,,,39.265077438518304
1770900900000,0.264776,0.264925,0.264776,0.264925,11757.55989934,2026-02-12 12:55:00,,,37.36592095559445
1770901200000,0.264925,0.264925,0.264925,0.264925,0.0,2026-02-12 13:00:00,,,37.36592095559445
1770901500000,0.264696,0.264968,0.264696,0.264968,8165.43485829,2026-02-12 13:05:00,,,37.979034360857135
1770901800000,0.264968,0.264968,0.264968,0.264968,0.0,2026-02-12 13:10:00,,,37.979034360857135
1770902100000,0.264968,0.264968,0.264968,0.264968,0.0,2026-02-12 13:15:00,,,37.97903436085714
1770902400000,0.264471,0.264856,0.264439,0.264856,1636.8405,2026-02-12 13:20:00,,0.26634934,36.80693772538507
1770902700000,0.264478,0.264478,0.264286,0.264286,7747.1385,2026-02-12 13:25:00,,0.26626842470588236,31.48190772396166
1770903000000,0.264427,0.266071,0.264427,0.266071,656.99539044,2026-02-12 13:30:00,,0.2662606825605537,53.95013408753858
1770903300000,0.266497,0.266497,0.266497,0.266497,5.15884314,2026-02-12 13:35:00,,0.26626994991112024,57.52950658421177
1770903600000,0.266602,0.266602,0.266602,0.266602,74.99884798,2026-02-12 13:40:00,,0.26628297148323316,58.388047513275886
1770903900000,0.266602,0.266602,0.266602,0.266602,0.0,2026-02-12 13:45:00,,0.2662954824054593,58.38804751327589
1770904200000,0.266434,0.266779,0.266434,0.266779,1049.35364724,2026-02-12 13:50:00,,0.26631444387975506,59.97006723132635
1770904500000,0.266757,0.266789,0.266757,0.266789,325.87977871,2026-02-12 13:55:00,,0.2663330539236862,60.06244907909121
1770904800000,0.266084,0.266084,0.266084,0.266084,33.95036693,2026-02-12 14:00:00,,0.2663232871031495,51.107550866850055
1770905100000,0.266084,0.266084,0.266084,0.266084,0.0,2026-02-12 14:05:00,,0.26631390329518284,51.107550866850055
1770905400000,0.265725,0.265725,0.265725,0.265725,19.84945003,2026-02-12 14:10:00,,0.2662908090483129,46.97166741103486
1770905700000,0.265191,0.265191,0.26517,0.26517,3742.47469338,2026-02-12 14:15:00,,0.26624685575230067,41.394552048522534
1770906000000,0.265346,0.265749,0.265346,0.265749,591.03787351,2026-02-12 14:20:00,,0.2662273319973085,48.29218529258567
1770906300000,0.265936,0.265962,0.265936,0.265962,293.56855831,2026-02-12 14:25:00,,0.2662169268209435,50.59580942879858
1770906600000,0.266307,0.267354,0.266307,0.267354,649.35985747,2026-02-12 14:30:00,,0.26626151792600455,62.388655090739434
1770906900000,0.266347,0.266347,0.266347,0.266347,23.6341821,2026-02-12 14:35:00,,0.2662648701642005,52.60584265821084
1770907200000,0.266604,0.266604,0.266604,0.266604,4.99831893,2026-02-12 14:40:00,,0.26627816937344756,54.56399543920008
1770907500000,0.265646,0.266447,0.265526,0.266206,25900.35420475,2026-02-12 14:45:00,,0.26627533920193985,51.04658465966812
1770907800000,0.266531,0.26659,0.266531,0.26659,231.13230443,2026-02-12 14:50:00,,0.2662876788410795,54.11968110161086
1770908100000,0.265836,0.265836,0.265836,0.265836,475.56415156,2026-02-12 14:55:00,,0.2662699659453509,47.7774641606121
1770908400000,0.266137,0.266302,0.266137,0.266302,190.1102785,2026-02-12 15:00:00,,0.2662712221827881,51.55601265751627
