timestamp,open,high,low,close,volume,datetime,ema_200,ema_50,rsi
1770887700000,1.2881,1.2881,1.2881,1.2881,0.0,2026-02-12 09:15:00,,,
1770888000000,1.2881,1.2881,1.2881,1.2881,0.0,2026-02-12 09:20:00,,,
1770888300000,1.2887,1.2889,1.2887,1.2889,32.8031336,2026-02-12 09:25:00,,,100.0
1770888600000,1.2884,1.2917,1.2884,1.2917,130.18709663,2026-02-12 09:30:00,,,100.0
1770888900000,1.2928,1.2928,1.2928,1.2928,11.60272277,2026-02-12 09:35:00,,,100.0
1770889200000,1.2928,1.2928,1.2928,1.2928,0.0,2026-02-12 09:40:00,,,100.0
1770889500000,1.2912,1.2912,1.2912,1.2912,11.60272277,2026-02-12 09:45:00,,,70.28827320310126
1770889800000,1.2912,1.2912,1.2912,1.2912,0.0,2026-02-12 09:50:00,,,70.28827320310126
1770890100000,1.2924,1.2935,1.2906,1.2906,2508.82717282,2026-02-12 09:55:00,,,62.244997075986035
1770890400000,1.2929,1.2929,1.2929,1.2929,0.75828924,2026-02-12 10:00:00,,,74.35821684307295
1770890700000,1.2929,1.2929,1.2929,1.2929,0.0,2026-02-12 10:05:00,,,74.35821684307294
1770891000000,1.2929,1.2929,1.2929,1.2929,0.0,2026-02-12 10:10:00,,,74.35821684307295
1770891300000,1.2929,1.2929,1.2929,1.2929,0.0,2026-02-12 10:15:00,,,74.35821684307295
1770891600000,1.2929,1.2929,1.2929,1.2929,0.0,2026-02-12 10:20:00,,,74.35821684307294
1770891900000,1.2929,1.2929,1.2929,1.2929,0.0,2026-02-12 10:25:00,,,74.35821684307294
1770892200000,1.2907,1.2912,1.2907,1.2912,26.70392467,2026-02-12 10:30:00,,,54.27902220741522
1770892500000,1.2912,1.2912,1.2912,1.2912,0.0,2026-02-12 10:35:00,,,54.279022207415224
1770892800000,1.2912,1.2912,1.2912,1.2912,0.0,2026-02-12 10:40:00,,,54.279022207415224
1770893100000,1.2921,1.2921,1.2921,1.2921,4.1681129,2026-02-12 10:45:00,,,61.20580684305475
1770893400000,1.2939,1.2947,1.2939,1.2947,1.97108623,2026-02-12 10:50:00,,,73.63337667307779
